---,---,---
#鶴見線海芝浦支線,
0.0,JI05浅野駅
0.9,JI51新芝浦駅
1.7,JI52海芝浦駅
---,---,---
#鶴見線大川支線,
0.0,JI06安善駅
1.6,JI61大川駅
---,---,---

