---,---,---
0,JT01東京駅都電,
1.9,JT02新橋駅都電,
6.8,JT03品川駅都電,
18.2,JT04川崎駅,
28.1,神奈川駅-1928,
28.8,JT05横浜駅(3)横浜市電,
29.4,平沼駅-1915,
34.2,権現信号場-1921,
37,川上信号場,
40.9,JT06戸塚駅,
43.6,久保信号場-1921,
46.5,JT07大船駅,
---,---,---
