Source.Name,駅名,緯度,経度,緯度、経度
山手線（大崎〜品川）.csv,日暮里,35.727772,139.770987,"35.727772,139.770987"
山手線（大崎〜品川）.csv,御徒町,35.70796362,139.7733663,"35.707963621999376,139.77336630458015"
山手線（大崎〜品川）.csv,秋葉原,35.698683,139.774219,"35.698683,139.774219"
山手線（大崎〜品川）.csv,上野,35.713768,139.777254,"35.713768,139.777254"
山手線（大崎〜品川）.csv,鶯谷,35.720495,139.778837,"35.720495,139.778837"
鹿島線（香取〜鹿島サッカースタジアム）.csv,香取,35.898006,140.531978,"35.898006,140.531978"
鹿島線（香取〜鹿島サッカースタジアム）.csv,十二橋,35.917615,140.545765,"35.917615,140.545765"
鹿島線（香取〜鹿島サッカースタジアム）.csv,潮来,35.936965,140.549484,"35.936965,140.549484"
鹿島線（香取〜鹿島サッカースタジアム）.csv,延方,35.958159,140.588695,"35.958159,140.588695"
鹿島線（香取〜鹿島サッカースタジアム）.csv,鹿島神宮,35.970666,140.625939,"35.970666,140.625939"
鹿島線（香取〜鹿島サッカースタジアム）.csv,鹿島サッカースタジアム,35.9921725,140.636263,"35.9921725,140.636263"
湘南新宿ライン（大宮〜藤沢）.csv,藤沢,35.33700653,139.4871475,"35.33700653283215,139.48714752914387"
湘南新宿ライン（大宮〜藤沢）.csv,大船,35.353435,139.531124,"35.353435,139.531124"
湘南新宿ライン（大宮〜藤沢）.csv,戸塚,35.400612,139.534202,"35.400612,139.534202"
湘南新宿ライン（大宮〜藤沢）.csv,東戸塚,35.430495,139.55675,"35.430495,139.55675"
湘南新宿ライン（大宮〜藤沢）.csv,保土ケ谷,35.446746,139.599671,"35.446746,139.599671"
湘南新宿ライン（大宮〜藤沢）.csv,横浜,35.466188,139.622715,"35.466188,139.622715"
湘南新宿ライン（大宮〜藤沢）.csv,大宮,35.906295,139.623999,"35.906295,139.623999"
湘南新宿ライン（大宮〜藤沢）.csv,浦和,35.858482,139.657087,"35.858482,139.657087"
湘南新宿ライン（大宮〜藤沢）.csv,武蔵小杉,35.5742806,139.6635649,"35.5742806,139.6635649"
湘南新宿ライン（大宮〜藤沢）.csv,新川崎,35.551395,139.671734,"35.551395,139.671734"
湘南新宿ライン（大宮〜藤沢）.csv,新宿,35.68844644,139.6986016,"35.68844644213138,139.69860159326348"
湘南新宿ライン（大宮〜藤沢）.csv,渋谷,35.6586161,139.6993714,"35.658616102225594,139.69937139772813"
湘南新宿ライン（大宮〜藤沢）.csv,恵比寿,35.64669,139.710106,"35.64669,139.710106"
湘南新宿ライン（大宮〜藤沢）.csv,池袋,35.728926,139.71038,"35.728926,139.71038"
湘南新宿ライン（大宮〜藤沢）.csv,赤羽,35.778051,139.720856,"35.778051,139.720856"
湘南新宿ライン（大宮〜藤沢）.csv,西大井,35.601799,139.721812,"35.601799,139.721812"
湘南新宿ライン（大宮〜藤沢）.csv,大崎,35.6197,139.728553,"35.6197,139.728553"
上越線（高崎〜宮内）.csv,石打,36.98944,138.804324,"36.98944,138.804324"
上越線（高崎〜宮内）.csv,越後湯沢,36.93611,138.809891,"36.93611,138.809891"
上越線（高崎〜宮内）.csv,小千谷,37.309822,138.813233,"37.309822,138.813233"
上越線（高崎〜宮内）.csv,大沢,37.021648,138.821654,"37.021648,138.821654"
上越線（高崎〜宮内）.csv,上越国際スキー場前,37.028966,138.828628,"37.028966,138.828628"
上越線（高崎〜宮内）.csv,越後滝谷,37.369088,138.835059,"37.369088,138.835059"
上越線（高崎〜宮内）.csv,岩原スキー場前,36.924352,138.839397,"36.924352,138.839397"
上越線（高崎〜宮内）.csv,宮内,37.422034,138.840057,"37.422034,138.840057"
上越線（高崎〜宮内）.csv,越後中里,36.909392,138.848371,"36.909392,138.848371"
上越線（高崎〜宮内）.csv,塩沢,37.041407,138.84851,"37.041407,138.84851"
上越線（高崎〜宮内）.csv,越後川口,37.272983,138.861514,"37.272983,138.861514"
上越線（高崎〜宮内）.csv,土樽,36.874899,138.862277,"36.874899,138.862277"
上越線（高崎〜宮内）.csv,六日町,37.067058,138.875879,"37.067058,138.875879"
上越線（高崎〜宮内）.csv,北堀之内,37.255811,138.896505,"37.255811,138.896505"
上越線（高崎〜宮内）.csv,五日町,37.119283,138.90779,"37.119283,138.90779"
上越線（高崎〜宮内）.csv,浦佐,37.167591,138.922703,"37.167591,138.922703"
上越線（高崎〜宮内）.csv,越後堀之内,37.23913,138.928003,"37.23913,138.928003"
上越線（高崎〜宮内）.csv,八色,37.191747,138.934854,"37.191747,138.934854"
上越線（高崎〜宮内）.csv,小出,37.233239,138.953565,"37.233239,138.953565"
上越線（高崎〜宮内）.csv,土合,36.831354,138.967112,"36.831354,138.967112"
上越線（高崎〜宮内）.csv,水上,36.778627,138.968806,"36.778627,138.968806"
上越線（高崎〜宮内）.csv,上牧,36.735464,138.984152,"36.735464,138.984152"
上越線（高崎〜宮内）.csv,湯檜曽,36.80287,138.986639,"36.80287,138.986639"
上越線（高崎〜宮内）.csv,後閑,36.679302,139.000122,"36.679302,139.000122"
上越線（高崎〜宮内）.csv,渋川,36.490693,139.008411,"36.490693,139.008411"
上越線（高崎〜宮内）.csv,高崎,36.322356,139.013057,"36.322356,139.013057"
上越線（高崎〜宮内）.csv,高崎問屋町,36.346085,139.017114,"36.346085,139.017114"
上越線（高崎〜宮内）.csv,八木原,36.463596,139.019097,"36.463596,139.019097"
上越線（高崎〜宮内）.csv,井野,36.357315,139.022947,"36.357315,139.022947"
上越線（高崎〜宮内）.csv,群馬総社,36.415808,139.032405,"36.415808,139.032405"
上越線（高崎〜宮内）.csv,敷島,36.538616,139.033991,"36.538616,139.033991"
上越線（高崎〜宮内）.csv,沼田,36.642513,139.035734,"36.642513,139.035734"
上越線（高崎〜宮内）.csv,津久田,36.561019,139.042739,"36.561019,139.042739"
上越線（高崎〜宮内）.csv,新前橋,36.378902,139.04711,"36.378902,139.04711"
上越線（高崎〜宮内）.csv,岩本,36.60307,139.047293,"36.60307,139.047293"
上野東京ライン（東京〜上野）.csv,東京,35.681382,139.766084,"35.681382,139.766084"
上野東京ライン（東京〜上野）.csv,上野,35.713768,139.777254,"35.713768,139.777254"
常磐線（取手〜岩沼）.csv,日暮里,35.727772,139.770987,"35.727772,139.770987"
常磐線（取手〜岩沼）.csv,三河島,35.733485,139.776434,"35.733485,139.776434"
常磐線（取手〜岩沼）.csv,上野,35.713768,139.777254,"35.713768,139.777254"
常磐線（取手〜岩沼）.csv,南千住,35.733336,139.799171,"35.733336,139.799171"
常磐線（取手〜岩沼）.csv,北千住,35.749412,139.805108,"35.749412,139.805108"
常磐線（取手〜岩沼）.csv,松戸,35.784344,139.900666,"35.784344,139.900666"
常磐線（取手〜岩沼）.csv,柏,35.862222,139.971054,"35.862222,139.971054"
常磐線（取手〜岩沼）.csv,我孫子,35.872454,140.010855,"35.872454,140.010855"
常磐線（取手〜岩沼）.csv,天王台,35.872539,140.040899,"35.872539,140.040899"
常磐線（取手〜岩沼）.csv,取手,35.896455,140.063126,"35.896455,140.063126"
常磐線（取手〜岩沼）.csv,藤代,35.920581,140.118273,"35.920581,140.118273"
常磐線（取手〜岩沼）.csv,龍ケ崎市,35.930066,140.138217,"35.930066,140.138217"
常磐線（取手〜岩沼）.csv,牛久,35.975631,140.140983,"35.975631,140.140983"
常磐線（取手〜岩沼）.csv,ひたち野うしく,36.007385,140.158383,"36.007385,140.158383"
常磐線（取手〜岩沼）.csv,荒川沖,36.03076,140.166101,"36.03076,140.166101"
常磐線（取手〜岩沼）.csv,土浦,36.078014,140.206025,"36.078014,140.206025"
常磐線（取手〜岩沼）.csv,神立,36.120549,140.24847,"36.120549,140.24847"
常磐線（取手〜岩沼）.csv,岩間,36.295294,140.27629,"36.295294,140.27629"
常磐線（取手〜岩沼）.csv,石岡,36.191006,140.279904,"36.191006,140.279904"
常磐線（取手〜岩沼）.csv,羽鳥,36.247275,140.286784,"36.247275,140.286784"
常磐線（取手〜岩沼）.csv,高浜,36.163768,140.294861,"36.163768,140.294861"
常磐線（取手〜岩沼）.csv,友部,36.350755,140.306276,"36.350755,140.306276"
常磐線（取手〜岩沼）.csv,内原,36.370584,140.353256,"36.370584,140.353256"
常磐線（取手〜岩沼）.csv,赤塚,36.381897,140.415228,"36.381897,140.415228"
常磐線（取手〜岩沼）.csv,偕楽園,36.373041,140.456292,"36.373041,140.456292"
常磐線（取手〜岩沼）.csv,水戸,36.371091,140.476207,"36.371091,140.476207"
常磐線（取手〜岩沼）.csv,勝田,36.393693,140.524272,"36.393693,140.524272"
常磐線（取手〜岩沼）.csv,佐和,36.43004,140.540199,"36.43004,140.540199"
常磐線（取手〜岩沼）.csv,東海,36.465422,140.565843,"36.465422,140.565843"
常磐線（取手〜岩沼）.csv,大甕,36.51306,140.619782,"36.51306,140.619782"
常磐線（取手〜岩沼）.csv,常陸多賀,36.552109,140.632365,"36.552109,140.632365"
常磐線（取手〜岩沼）.csv,日立,36.591924,140.661697,"36.591924,140.661697"
常磐線（取手〜岩沼）.csv,小木津,36.636781,140.675177,"36.636781,140.675177"
常磐線（取手〜岩沼）.csv,十王,36.671385,140.68623,"36.671385,140.68623"
常磐線（取手〜岩沼）.csv,高萩,36.714767,140.716652,"36.714767,140.716652"
常磐線（取手〜岩沼）.csv,南中郷,36.75316,140.729103,"36.75316,140.729103"
常磐線（取手〜岩沼）.csv,磯原,36.790457,140.746085,"36.790457,140.746085"
常磐線（取手〜岩沼）.csv,大津港,36.846521,140.778229,"36.846521,140.778229"
常磐線（取手〜岩沼）.csv,勿来,36.884216,140.786887,"36.884216,140.786887"
常磐線（取手〜岩沼）.csv,植田,36.920648,140.796797,"36.920648,140.796797"
常磐線（取手〜岩沼）.csv,湯本,37.006478,140.849957,"37.006478,140.849957"
常磐線（取手〜岩沼）.csv,泉,36.9553986,140.8541823,"36.9553986,140.8541823"
常磐線（取手〜岩沼）.csv,逢隈,38.0676,140.854758,"38.0676,140.854758"
常磐線（取手〜岩沼）.csv,内郷,37.035703,140.854944,"37.035703,140.854944"
常磐線（取手〜岩沼）.csv,亘理,38.039646,140.861267,"38.039646,140.861267"
常磐線（取手〜岩沼）.csv,岩沼,38.111889,140.864102,"38.111889,140.864102"
常磐線（取手〜岩沼）.csv,浜吉田,38.002301,140.889849,"38.002301,140.889849"
常磐線（取手〜岩沼）.csv,いわき,37.058182,140.892126,"37.058182,140.892126"
常磐線（取手〜岩沼）.csv,山下,37.967407,140.900544,"37.967407,140.900544"
常磐線（取手〜岩沼）.csv,坂元,37.928562,140.912411,"37.928562,140.912411"
常磐線（取手〜岩沼）.csv,駒ケ嶺,37.842353,140.925075,"37.842353,140.925075"
常磐線（取手〜岩沼）.csv,相馬,37.802796,140.925461,"37.802796,140.925461"
常磐線（取手〜岩沼）.csv,新地,37.881062,140.92654,"37.881062,140.92654"
常磐線（取手〜岩沼）.csv,日立木,37.756017,140.934881,"37.756017,140.934881"
常磐線（取手〜岩沼）.csv,草野,37.073819,140.947568,"37.073819,140.947568"
常磐線（取手〜岩沼）.csv,鹿島,37.702524,140.970098,"37.702524,140.970098"
常磐線（取手〜岩沼）.csv,原ノ町,37.637581,140.971263,"37.637581,140.971263"
常磐線（取手〜岩沼）.csv,四ツ倉,37.102527,140.981324,"37.102527,140.981324"
常磐線（取手〜岩沼）.csv,大野,37.409153,140.983901,"37.409153,140.983901"
常磐線（取手〜岩沼）.csv,桃内,37.528738,140.984541,"37.528738,140.984541"
常磐線（取手〜岩沼）.csv,浪江,37.492171,140.990038,"37.492171,140.990038"
常磐線（取手〜岩沼）.csv,磐城太田,37.604695,140.991766,"37.604695,140.991766"
常磐線（取手〜岩沼）.csv,夜ノ森,37.365794,140.991994,"37.365794,140.991994"
常磐線（取手〜岩沼）.csv,末続,37.172472,140.995351,"37.172472,140.995351"
常磐線（取手〜岩沼）.csv,久ノ浜,37.142326,140.995924,"37.142326,140.995924"
常磐線（取手〜岩沼）.csv,小高,37.56296,140.996181,"37.56296,140.996181"
常磐線（取手〜岩沼）.csv,広野,37.212145,140.999085,"37.212145,140.999085"
常磐線（取手〜岩沼）.csv,木戸,37.257861,141.00247,"37.257861,141.00247"
常磐線（取手〜岩沼）.csv,竜田,37.282688,141.00258,"37.282688,141.00258"
常磐線（取手〜岩沼）.csv,双葉,37.453692,141.005973,"37.453692,141.005973"
常磐線（取手〜岩沼）.csv,Ｊヴィレッジ,37.2432452,141.0077504,"37.2432452,141.0077504"
常磐線（取手〜岩沼）.csv,富岡,37.334299,141.022541,"37.334299,141.022541"
常磐線快速（上野〜取手）.csv,日暮里,35.727772,139.770987,"35.727772,139.770987"
常磐線快速（上野〜取手）.csv,三河島,35.733485,139.776434,"35.733485,139.776434"
常磐線快速（上野〜取手）.csv,上野,35.713768,139.777254,"35.713768,139.777254"
常磐線快速（上野〜取手）.csv,南千住,35.733336,139.799171,"35.733336,139.799171"
常磐線快速（上野〜取手）.csv,北千住,35.749412,139.805108,"35.749412,139.805108"
常磐線快速（上野〜取手）.csv,松戸,35.784344,139.900666,"35.784344,139.900666"
常磐線快速（上野〜取手）.csv,柏,35.862222,139.971054,"35.862222,139.971054"
常磐線快速（上野〜取手）.csv,我孫子,35.872454,140.010855,"35.872454,140.010855"
常磐線快速（上野〜取手）.csv,天王台,35.872539,140.040899,"35.872539,140.040899"
常磐線快速（上野〜取手）.csv,取手,35.896455,140.063126,"35.896455,140.063126"
常磐線各駅停車（北千住〜取手）.csv,北千住,35.749412,139.805108,"35.749412,139.805108"
常磐線各駅停車（北千住〜取手）.csv,綾瀬,35.762214,139.824914,"35.762214,139.824914"
常磐線各駅停車（北千住〜取手）.csv,亀有,35.766622,139.847675,"35.766622,139.847675"
常磐線各駅停車（北千住〜取手）.csv,金町,35.769549,139.870479,"35.769549,139.870479"
常磐線各駅停車（北千住〜取手）.csv,松戸,35.784344,139.900666,"35.784344,139.900666"
常磐線各駅停車（北千住〜取手）.csv,北松戸,35.800559,139.911808,"35.800559,139.911808"
常磐線各駅停車（北千住〜取手）.csv,馬橋,35.811602,139.917357,"35.811602,139.917357"
常磐線各駅停車（北千住〜取手）.csv,新松戸,35.825431,139.921148,"35.825431,139.921148"
常磐線各駅停車（北千住〜取手）.csv,北小金,35.833422,139.931306,"35.833422,139.931306"
常磐線各駅停車（北千住〜取手）.csv,南柏,35.844644,139.954125,"35.844644,139.954125"
常磐線各駅停車（北千住〜取手）.csv,柏,35.862222,139.971054,"35.862222,139.971054"
常磐線各駅停車（北千住〜取手）.csv,北柏,35.875598,139.988052,"35.875598,139.988052"
常磐線各駅停車（北千住〜取手）.csv,我孫子,35.872454,140.010855,"35.872454,140.010855"
常磐線各駅停車（北千住〜取手）.csv,天王台,35.872539,140.040899,"35.872539,140.040899"
常磐線各駅停車（北千住〜取手）.csv,取手,35.896455,140.063126,"35.896455,140.063126"
信越本線（高崎〜横川）.csv,横川,36.335948,138.737915,"36.335948,138.737915"
信越本線（高崎〜横川）.csv,西松井田,36.316236,138.786367,"36.316236,138.786367"
信越本線（高崎〜横川）.csv,松井田,36.309362,138.797522,"36.309362,138.797522"
信越本線（高崎〜横川）.csv,磯部,36.298505,138.849503,"36.298505,138.849503"
信越本線（高崎〜横川）.csv,安中,36.331776,138.913629,"36.331776,138.913629"
信越本線（高崎〜横川）.csv,群馬八幡,36.337857,138.957449,"36.337857,138.957449"
信越本線（高崎〜横川）.csv,北高崎,36.3387,139.001273,"36.3387,139.001273"
信越本線（高崎〜横川）.csv,高崎,36.322356,139.013057,"36.322356,139.013057"
水郡線（上菅谷〜常陸太田）.csv,上菅谷,36.455378,140.492659,"36.455378,140.492659"
水郡線（上菅谷〜常陸太田）.csv,南酒出,36.477361,140.498471,"36.477361,140.498471"
水郡線（上菅谷〜常陸太田）.csv,額田,36.485705,140.503462,"36.485705,140.503462"
水郡線（上菅谷〜常陸太田）.csv,河合,36.508297,140.517065,"36.508297,140.517065"
水郡線（上菅谷〜常陸太田）.csv,谷河原,36.519932,140.525023,"36.519932,140.525023"
水郡線（上菅谷〜常陸太田）.csv,常陸太田,36.531186,140.527886,"36.531186,140.527886"
水郡線（水戸〜安積永盛）.csv,常陸大子,36.77096,140.350794,"36.77096,140.350794"
水郡線（水戸〜安積永盛）.csv,安積永盛,37.357023,140.369121,"37.357023,140.369121"
水郡線（水戸〜安積永盛）.csv,玉川村,36.579227,140.374479,"36.579227,140.374479"
水郡線（水戸〜安積永盛）.csv,下野宮,36.815744,140.375282,"36.815744,140.375282"
水郡線（水戸〜安積永盛）.csv,上小川,36.719363,140.378671,"36.719363,140.378671"
水郡線（水戸〜安積永盛）.csv,袋田,36.754718,140.379583,"36.754718,140.379583"
水郡線（水戸〜安積永盛）.csv,磐城棚倉,37.035077,140.384442,"37.035077,140.384442"
水郡線（水戸〜安積永盛）.csv,西金,36.69548,140.386468,"36.69548,140.386468"
水郡線（水戸〜安積永盛）.csv,下小川,36.669044,140.387121,"36.669044,140.387121"
水郡線（水戸〜安積永盛）.csv,郡山,37.397983,140.388412,"37.397983,140.388412"
水郡線（水戸〜安積永盛）.csv,野上原,36.605879,140.390127,"36.605879,140.390127"
水郡線（水戸〜安積永盛）.csv,中舟生,36.645683,140.392242,"36.645683,140.392242"
水郡線（水戸〜安積永盛）.csv,中豊,37.022479,140.393253,"37.022479,140.393253"
水郡線（水戸〜安積永盛）.csv,近津,37.000484,140.393701,"37.000484,140.393701"
水郡線（水戸〜安積永盛）.csv,矢祭山,36.849935,140.395331,"36.849935,140.395331"
水郡線（水戸〜安積永盛）.csv,山方宿,36.6246,140.401244,"36.6246,140.401244"
水郡線（水戸〜安積永盛）.csv,泉郷,37.214472,140.405672,"37.214472,140.405672"
水郡線（水戸〜安積永盛）.csv,川辺沖,37.192566,140.405889,"37.192566,140.405889"
水郡線（水戸〜安積永盛）.csv,川東,37.269877,140.406148,"37.269877,140.406148"
水郡線（水戸〜安積永盛）.csv,磐城守山,37.330738,140.406608,"37.330738,140.406608"
水郡線（水戸〜安積永盛）.csv,磐城塙,36.958601,140.41205,"36.958601,140.41205"
水郡線（水戸〜安積永盛）.csv,常陸大宮,36.547554,140.412431,"36.547554,140.412431"
水郡線（水戸〜安積永盛）.csv,磐城浅川,37.079806,140.414404,"37.079806,140.414404"
水郡線（水戸〜安積永盛）.csv,磐城石井,36.90466,140.41529,"36.90466,140.41529"
水郡線（水戸〜安積永盛）.csv,里白石,37.10442,140.41673,"37.10442,140.41673"
水郡線（水戸〜安積永盛）.csv,南石井,36.894709,140.416902,"36.894709,140.416902"
水郡線（水戸〜安積永盛）.csv,野木沢,37.175247,140.421003,"37.175247,140.421003"
水郡線（水戸〜安積永盛）.csv,東館,36.870183,140.423289,"36.870183,140.423289"
水郡線（水戸〜安積永盛）.csv,小塩江,37.2957,140.430346,"37.2957,140.430346"
水郡線（水戸〜安積永盛）.csv,谷田川,37.31374,140.431137,"37.31374,140.431137"
水郡線（水戸〜安積永盛）.csv,静,36.506012,140.438103,"36.506012,140.438103"
水郡線（水戸〜安積永盛）.csv,磐城石川,37.140683,140.44403,"37.140683,140.44403"
水郡線（水戸〜安積永盛）.csv,瓜連,36.49808,140.44978,"36.49808,140.44978"
水郡線（水戸〜安積永盛）.csv,常陸鴻巣,36.472494,140.467399,"36.472494,140.467399"
水郡線（水戸〜安積永盛）.csv,水戸,36.371091,140.476207,"36.371091,140.476207"
水郡線（水戸〜安積永盛）.csv,常陸津田,36.403927,140.482884,"36.403927,140.482884"
水郡線（水戸〜安積永盛）.csv,常陸青柳,36.383662,140.484529,"36.383662,140.484529"
水郡線（水戸〜安積永盛）.csv,後台,36.423767,140.489899,"36.423767,140.489899"
水郡線（水戸〜安積永盛）.csv,中菅谷,36.445601,140.492634,"36.445601,140.492634"
水郡線（水戸〜安積永盛）.csv,上菅谷,36.455378,140.492659,"36.455378,140.492659"
水郡線（水戸〜安積永盛）.csv,下菅谷,36.435394,140.494021,"36.435394,140.494021"
水戸線（小山〜友部）.csv,小山,36.3142,139.80685,"36.3142,139.80685"
水戸線（小山〜友部）.csv,小田林,36.300745,139.853941,"36.300745,139.853941"
水戸線（小山〜友部）.csv,結城,36.298223,139.872336,"36.298223,139.872336"
水戸線（小山〜友部）.csv,東結城,36.29667,139.891224,"36.29667,139.891224"
水戸線（小山〜友部）.csv,川島,36.295855,139.915635,"36.295855,139.915635"
水戸線（小山〜友部）.csv,玉戸,36.298591,139.938886,"36.298591,139.938886"
水戸線（小山〜友部）.csv,下館,36.303894,139.978332,"36.303894,139.978332"
水戸線（小山〜友部）.csv,新治,36.328082,140.039076,"36.328082,140.039076"
水戸線（小山〜友部）.csv,大和,36.34557,140.073262,"36.34557,140.073262"
水戸線（小山〜友部）.csv,岩瀬,36.359593,140.108255,"36.359593,140.108255"
水戸線（小山〜友部）.csv,羽黒,36.35535,140.143449,"36.35535,140.143449"
水戸線（小山〜友部）.csv,福原,36.351604,140.18718,"36.351604,140.18718"
水戸線（小山〜友部）.csv,稲田,36.368564,140.214304,"36.368564,140.214304"
水戸線（小山〜友部）.csv,笠間,36.373298,140.246051,"36.373298,140.246051"
水戸線（小山〜友部）.csv,宍戸,36.344613,140.289351,"36.344613,140.289351"
水戸線（小山〜友部）.csv,友部,36.350755,140.306276,"36.350755,140.306276"
成田エクスプレス（大宮(埼玉)〜品川）.csv,大宮,35.906295,139.623999,"35.906295,139.623999"
成田エクスプレス（大宮(埼玉)〜品川）.csv,新宿,35.68844644,139.6986016,"35.68844644213138,139.69860159326348"
成田エクスプレス（大宮(埼玉)〜品川）.csv,渋谷,35.6586161,139.6993714,"35.658616102225594,139.69937139772813"
成田エクスプレス（大宮(埼玉)〜品川）.csv,池袋,35.728926,139.71038,"35.728926,139.71038"
成田エクスプレス（大宮(埼玉)〜品川）.csv,品川,35.630152,139.74044,"35.630152,139.74044"
成田エクスプレス（大船〜成田空港）.csv,大船,35.353435,139.531124,"35.353435,139.531124"
成田エクスプレス（大船〜成田空港）.csv,戸塚,35.400612,139.534202,"35.400612,139.534202"
成田エクスプレス（大船〜成田空港）.csv,横浜,35.466188,139.622715,"35.466188,139.622715"
成田エクスプレス（大船〜成田空港）.csv,武蔵小杉,35.5742806,139.6635649,"35.5742806,139.6635649"
成田エクスプレス（大船〜成田空港）.csv,品川,35.630152,139.74044,"35.630152,139.74044"
成田エクスプレス（大船〜成田空港）.csv,東京,35.681382,139.766084,"35.681382,139.766084"
成田エクスプレス（大船〜成田空港）.csv,千葉,35.612858,140.11434,"35.612858,140.11434"
成田エクスプレス（大船〜成田空港）.csv,四街道,35.662998,140.165595,"35.662998,140.165595"
成田エクスプレス（大船〜成田空港）.csv,佐倉,35.709716,140.22607,"35.709716,140.22607"
成田エクスプレス（大船〜成田空港）.csv,成田,35.777849,140.314078,"35.777849,140.314078"
成田エクスプレス（大船〜成田空港）.csv,成田空港,35.7731182,140.3871838,"35.7731182,140.3871838"
成田線（我孫子〜松岸）.csv,我孫子,35.872454,140.010855,"35.872454,140.010855"
成田線（我孫子〜松岸）.csv,東我孫子,35.868984,140.047601,"35.868984,140.047601"
成田線（我孫子〜松岸）.csv,湖北,35.867243,140.077792,"35.867243,140.077792"
成田線（我孫子〜松岸）.csv,新木,35.862363,140.10692,"35.862363,140.10692"
成田線（我孫子〜松岸）.csv,布佐,35.849082,140.133091,"35.849082,140.133091"
成田線（我孫子〜松岸）.csv,木下,35.83902,140.148068,"35.83902,140.148068"
成田線（我孫子〜松岸）.csv,小林,35.830541,140.193289,"35.830541,140.193289"
成田線（我孫子〜松岸）.csv,安食,35.835684,140.242068,"35.835684,140.242068"
成田線（我孫子〜松岸）.csv,下総松崎,35.807664,140.277879,"35.807664,140.277879"
成田線（我孫子〜松岸）.csv,成田,35.777849,140.314078,"35.777849,140.314078"
成田線（我孫子〜松岸）.csv,久住,35.832382,140.338915,"35.832382,140.338915"
成田線（我孫子〜松岸）.csv,滑河,35.877218,140.348119,"35.877218,140.348119"
成田線（我孫子〜松岸）.csv,下総神崎,35.894928,140.410548,"35.894928,140.410548"
成田線（我孫子〜松岸）.csv,大戸,35.890463,140.458692,"35.890463,140.458692"
成田線（我孫子〜松岸）.csv,佐原,35.894552,140.494055,"35.894552,140.494055"
成田線（我孫子〜松岸）.csv,香取,35.898006,140.531978,"35.898006,140.531978"
成田線（我孫子〜松岸）.csv,水郷,35.886283,140.569753,"35.886283,140.569753"
成田線（我孫子〜松岸）.csv,小見川,35.850105,140.604662,"35.850105,140.604662"
成田線（我孫子〜松岸）.csv,笹川,35.839758,140.655718,"35.839758,140.655718"
成田線（我孫子〜松岸）.csv,下総橘,35.81867,140.702284,"35.81867,140.702284"
成田線（我孫子〜松岸）.csv,下総豊里,35.793107,140.720689,"35.793107,140.720689"
成田線（我孫子〜松岸）.csv,椎柴,35.765313,140.7588,"35.765313,140.7588"
成田線（我孫子〜松岸）.csv,松岸,35.739538,140.79526,"35.739538,140.79526"
成田線（佐倉〜成田空港）.csv,佐倉,35.709716,140.22607,"35.709716,140.22607"
成田線（佐倉〜成田空港）.csv,酒々井,35.731745,140.275257,"35.731745,140.275257"
成田線（佐倉〜成田空港）.csv,成田,35.777849,140.314078,"35.777849,140.314078"
成田線（佐倉〜成田空港）.csv,成田空港,35.763983,140.384644,"35.763983,140.384644"
青梅線（立川〜奥多摩）.csv,奥多摩,35.809215,139.096661,"35.809215,139.096661"
青梅線（立川〜奥多摩）.csv,白丸,35.811883,139.114811,"35.811883,139.114811"
青梅線（立川〜奥多摩）.csv,鳩ノ巣,35.814932,139.128749,"35.814932,139.128749"
青梅線（立川〜奥多摩）.csv,古里,35.816227,139.152088,"35.816227,139.152088"
青梅線（立川〜奥多摩）.csv,川井,35.81383,139.164026,"35.81383,139.164026"
青梅線（立川〜奥多摩）.csv,御嶽,35.801446,139.182898,"35.801446,139.182898"
青梅線（立川〜奥多摩）.csv,沢井,35.805787,139.194058,"35.805787,139.194058"
青梅線（立川〜奥多摩）.csv,軍畑,35.807615,139.207734,"35.807615,139.207734"
青梅線（立川〜奥多摩）.csv,二俣尾,35.804474,139.215438,"35.804474,139.215438"
青梅線（立川〜奥多摩）.csv,石神前,35.796733,139.225057,"35.796733,139.225057"
青梅線（立川〜奥多摩）.csv,日向和田,35.787857,139.229964,"35.787857,139.229964"
青梅線（立川〜奥多摩）.csv,宮ノ平,35.787615,139.237175,"35.787615,139.237175"
青梅線（立川〜奥多摩）.csv,青梅,35.790284,139.258393,"35.790284,139.258393"
青梅線（立川〜奥多摩）.csv,東青梅,35.789904,139.272313,"35.789904,139.272313"
青梅線（立川〜奥多摩）.csv,河辺,35.784549,139.284784,"35.784549,139.284784"
青梅線（立川〜奥多摩）.csv,小作,35.776304,139.30193,"35.776304,139.30193"
青梅線（立川〜奥多摩）.csv,羽村,35.758437,139.315944,"35.758437,139.315944"
青梅線（立川〜奥多摩）.csv,福生,35.742356,139.327963,"35.742356,139.327963"
青梅線（立川〜奥多摩）.csv,牛浜,35.734562,139.333665,"35.734562,139.333665"
青梅線（立川〜奥多摩）.csv,拝島,35.721136,139.343654,"35.721136,139.343654"
青梅線（立川〜奥多摩）.csv,昭島,35.713543,139.360908,"35.713543,139.360908"
青梅線（立川〜奥多摩）.csv,中神,35.709058,139.375816,"35.709058,139.375816"
青梅線（立川〜奥多摩）.csv,東中神,35.706337,139.384179,"35.706337,139.384179"
青梅線（立川〜奥多摩）.csv,西立川,35.70359,139.393684,"35.70359,139.393684"
青梅線（立川〜奥多摩）.csv,立川,35.697899,139.413957,"35.697899,139.413957"
川越線（高麗川〜大宮）.csv,高麗川,35.896281,139.337951,"35.896281,139.337951"
川越線（高麗川〜大宮）.csv,武蔵高萩,35.901765,139.371456,"35.901765,139.371456"
