列車番号,,701E,703E,591E,8699E,8491C,705E,481C,707E,1301C,3501E,6051C,709E,551E,401C,4401C,4073C,601E,303C,303C,3503E,603E,471C,4471C,305C,305C,711E,553E,2403C,4403C,8521E,9671E,307C,307C,307C,4081C,3505E,713E,555E,309C,9087C,605E,8605E,1311C,9675E,3507E,313C,557E,607E,8057C,4083C,8523E,8635E,315C,3509E,715E,9679E,559E,1317C,8525E,8059C,609E,6089C,717E,561E,8637E,319C,8061C,9527E,719E,611E,6091C,563E,8639E,1321C,8529E,8063C,721E,613E,8065C,565E,8641E,323C,8531E,6067C,723E,615E,8069C,567E,8643E,325C,8533E,725E,617E,8073C,569E,8645E,1329C,727E,619E,8075C,8647E,331C,6511E,571E,333C,621E,8535E,9657E,335C,405C,4405C,3513E,729E,623E,1337C,2407C,2407C,731E,573E,339C,6409C,3515E,2411C,625E,1341C,733E,575E,413C,6517E,627E,343C,2415C,9539E,9539E,8077C,577E,347C,629E,349C,3519E,475C,8081C,735E,631E,351C,8649E,633E,417C,477E
高崎_高崎,着,,,,,,,,,0657,レ,0711,,0716,0734,,レ,0744,レ,レ,レ,0820,0832,0832,0836,0836,,0842,0900,,レ,0909,0915,0915,0915,0919,レ,,0930,0947,0959,0950,0950,レ,1003,レ,1023,レ,1039,1046,1046,レ,1054,1102,レ,,1113,1119,1131,レ,1142,1159,1207,,1211,1220,1227,1234,レ,,1259,1304,1312,1321,1327,レ,1343,,1359,1407,1411,1421,1427,レ,1442,,1459,1507,1512,1519,1527,レ,,1559,レ,1610,1619,1627,,1647,1651,1658,1707,レ,1719,1727,1747,レ,1753,1757,1807,,レ,,1824,1828,1849,11月22日・12月1日はこの時刻に変更__1850_11月22日・12月1日はこの時刻に変更_,,レ,1900,1916,レ,1928,1931,1948,,1952,2007,レ,2018,2031,2046,レ,レ,レ,2100,2120,2124,2144,レ,2204,2211,,2219,2239,2244,2258,2323,2356
高崎_高崎,発,,,,,,,,,0658,||,0712,,||,0735,,レ,||,レ,レ,||,||,,0833,0837,0837,,||,0904,,||,||,0916,0916,0916,0923,||,,||,0948,1000,||,||,レ,||,||,1024,||,||,1047,1047,||,||,1103,||,,||,||,1132,||,1143,||,1208,,||,||,1228,1240,||,,||,1305,||,||,1328,||,1344,,||,1408,||,||,1428,||,1443,,||,1508,||,||,1528,||,,||,レ,||,||,1628,,||,1652,||,1711,||,||,1728,||,||,||,1758,1808,,||,,||,1829,1853,1853,,||,1901,1917,||,1929,||,1949,,||,2011,||,||,2032,2054,||,||,レ,||,2121,||,2145,||,,2212,,||,2240,||,||,2324,
上毛高原_上毛高原,発,,,,,,,,,レ,||,レ,,||,0750,,レ,||,レ,レ,||,||,,レ,0853,0853,,||,0921,,||,||,レ,レ,レ,レ,||,,||,1009,レ,||,||,レ,||,||,レ,||,||,レ,レ,||,||,1119,||,,||,||,レ,||,レ,||,レ,,||,||,1245,レ,||,,||,レ,||,||,1344,||,レ,,||,レ,||,||,1444,||,レ,,||,レ,||,||,1544,||,,||,レ,||,||,1644,,||,レ,||,レ,||,||,1744,||,||,||,レ,1824,,||,,||,レ,1909,1909,,||,レ,1933,||,1945,||,レ,,||,2027,||,||,レ,2110,||,||,レ,||,レ,||,2200,||,,レ,,||,2255,||,||,2340,
越後湯沢_越後湯沢,着,,,,,,,,,0722,||,0736,,||,0802,┐,0750,||,0810,0810,||,||,,0858,0905,0905,,||,0933,┐,||,||,0939,0939,0939,0946,||,,||,1020,1025,||,||,レ,||,||,1047,||,||,1111,1111,||,||,1131,||,,||,||,レ,||,1207,||,1232,,||,||,1258,1306,||,,||,1329,||,||,1356,||,1408,,||,1433,||,||,1456,||,1507,,||,1532,||,||,1556,||,,||,レ,||,||,1656,,||,1715,||,レ,||,||,1756,||,||,||,レ,1836,┐,||,,||,1853,1921,1921,,||,1925,1945,||,1957,||,2013,,||,2039,||,||,2055,2122,||,||,レ,||,2145,||,2212,||,,2236,,||,2307,||,||,2352,
越後湯沢_越後湯沢,発,,,,,,,0703,,0723,||,0737,,||,,0804,0752,||,0811,0811,||,||,,0900,0906,0906,,||,,0935,||,||,0940,0940,0940,0948,||,,||,1021,1026,||,||,レ,||,||,1048,||,||,1112,1113,||,||,1132,||,,||,||,レ,||,1208,||,1233,,||,||,1259,1307,||,,||,1330,||,||,1357,||,1409,,||,1434,||,||,1457,||,1508,,||,1533,||,||,1557,||,,||,レ,||,||,1657,,||,1716,||,レ,||,||,1757,||,||,||,レ,,1838,||,,||,1854,,,,||,1926,,||,,||,2014,,||,,||,||,2056,,||,||,レ,||,2146,||,2213,||,,2237,,||,2308,||,||,,
ガーラ湯沢_ガーラ湯沢,着,,,,,,,||,,||,||,||,,||,,0807,0755,||,||,||,||,||,,0903,||,||,,||,,0938,||,||,||,||,||,0951,||,,||,||,||,||,||,||,||,||,||,||,||,||,1116,||,||,||,||,,||,||,||,||,||,||,||,,||,||,||,||,||,,||,||,||,||,||,||,||,,||,||,||,||,||,||,||,,||,||,||,||,||,||,,||,||,||,||,||,,||,||,||,||,||,||,||,||,||,||,||,,1841,||,,||,||,,,,||,||,,||,,||,||,,||,,||,||,||,,||,||,||,||,||,||,||,||,,||,,||,||,||,||,,
浦佐_浦佐,発,,,,,,,0715,,0735,||,レ,,||,,,,||,0822,0822,||,||,,,0917,0917,,||,,,||,||,レ,レ,レ,,||,,||,1032,1039,||,||,レ,||,||,レ,||,||,レ,,||,||,1143,||,,||,||,レ,||,1219,||,1244,,||,||,1310,レ,||,,||,1342,||,||,1408,||,レ,,||,レ,||,||,1508,||,レ,,||,レ,||,||,1608,||,,||,レ,||,||,1708,,||,レ,||,レ,||,||,1808,||,||,||,レ,,,||,,||,1905,,,,||,レ,,||,,||,2025,,||,,||,||,レ,,||,||,レ,||,2157,||,レ,||,,レ,,||,2319,||,||,,
長岡_長岡,着,,,,,,,0726,,0747,||,0755,,||,,,,||,0833,0833,||,||,,,0928,0928,,||,,,||,||,0958,0958,0958,,||,,||,1044,1050,||,||,レ,||,||,1106,||,||,1129,,||,||,1154,||,,||,||,1209,||,1230,||,1255,,||,||,1321,1327,||,,||,1353,||,||,1419,||,1428,,||,1452,||,||,1519,||,1526,,||,1551,||,||,1619,||,,||,1643,||,||,1719,,||,1734,||,1747,||,||,1819,||,||,||,1839,,,||,,||,1916,,,,||,1944,,||,,||,2036,,||,,||,||,2114,,||,||,2126,||,2208,||,2232,||,,2255,,||,2330,||,||,,
長岡_長岡,発,,,,,0700,,0727,,0748,||,0756,,||,,,,||,0834,11月22～26日はこの時刻に変更__0835_11月22～26日はこの時刻に変更_,||,||,,,0929,11月22～26日はこの時刻に変更__0930_11月22～26日はこの時刻に変更_,,||,,,||,||,0959,11月22～26日はこの時刻に変更__1000_11月22～26日はこの時刻に変更_,0959,,||,,||,1045,1051,||,||,レ,||,||,1107,||,||,1130,,||,||,1155,||,,||,||,1210,||,1231,||,1256,,||,||,1322,1328,||,,||,1354,||,||,1420,||,1429,,||,1453,||,||,1520,||,1527,,||,1552,||,||,1620,||,,||,1644,||,||,1720,,||,1735,||,1748,||,||,1820,||,||,||,1840,,,||,,||,1917,,,,||,1945,,||,,||,2037,,||,,||,||,2115,,||,||,2127,||,2209,||,2233,||,,2256,,||,2331,||,||,,
燕三条_燕三条,発,,,,,0709,,0737,,0758,||,0805,,||,,,,||,0844,0844,||,||,,,0939,0939,,||,,,||,||,1009,1009,1009,,||,,||,1054,1100,||,||,レ,||,||,1117,||,||,1140,,||,||,1205,||,,||,||,1220,||,1241,||,1306,,||,||,1331,1338,||,,||,1404,||,||,1430,||,1439,,||,1503,||,||,1530,||,1537,,||,1602,||,||,1630,||,,||,レ,||,||,1730,,||,1744,||,1758,||,||,1830,||,||,||,レ,,,||,,||,1927,,,,||,1955,,||,,||,2047,,||,,||,||,2124,,||,||,2137,||,2219,||,レ,||,,2306,,||,2340,||,||,,
新潟_新潟,着,,,,,0721,,0749,,0810,||,0817,,||,,,,||,0856,0856,||,||,,,0951,0951,,||,,,||,||,1021,1021,1021,,||,,||,1106,1111,||,||,1041,||,||,1129,||,||,1152,,||,||,1217,||,,||,||,1232,||,1253,||,1318,,||,||,1343,1351,||,,||,1417,||,||,1442,||,1452,,||,1516,||,||,1542,||,1549,,||,1615,||,||,1642,||,,||,1703,||,||,1742,,||,1756,||,1810,||,||,1842,||,||,||,1857,,,||,,||,1939,,,,||,2007,,||,,||,2059,,||,,||,||,2136,,||,||,2148,||,2231,||,2250,||,,2318,,||,2352,||,||,,
新潟番線_新潟番線,,,,,,(14),,(12),,(11),↓,(13),,↓,,,,↓,(13),(13),↓,↓,,,(12),(12),,↓,,,↓,↓,(14),(14),(14),,↓,,↓,(12),(13),↓,↓,(11),↓,↓,(14),↓,↓,(11),,↓,↓,(13),↓,,↓,↓,(11),↓,(12),↓,(11),,↓,↓,(14),(12),↓,,↓,(13),↓,↓,(11),↓,(12),,↓,(12),↓,↓,(12),↓,(13),,↓,(11),↓,↓,(13),↓,,↓,(14),↓,↓,(11),,↓,(13),↓,(13),↓,↓,(12),↓,↓,↓,(12),,,↓,,↓,(11),,,,↓,(13),,↓,,↓,(11),,↓,,↓,↓,(12),,↓,↓,(14),↓,(13),↓,(13),↓,,(14),,↓,(13),↓,↓,,
高崎_高崎,発,,,,,,,,,,レ,,,0717,,,,0745,,,レ,0821,,,,,,0843,,,レ,0910,,,,,レ,,0931,,,0955,0955,,1011,レ,,レ,1043,,,レ,1055,,レ,,1114,1120,,レ,,1200,,,1212,1221,,,レ,,1300,,1313,1322,,レ,,,1400,,1412,1422,,レ,,,1500,,1513,1520,,レ,,1600,,1611,1620,,,1648,,1659,,レ,1720,,1748,レ,1801,,,,レ,,1825,,,,,レ,,,レ,,1932,,,1953,,レ,2019,,,レ,レ,,2101,,2125,,レ,,,,2220,,2245,2259,,
安中榛名_安中榛名,発,,,,,,,,,,レ,,,レ,,,,0754,,,レ,0830,,,,,,レ,,,レ,レ,,,,,レ,,レ,,,レ,レ,,レ,レ,,レ,1051,,,レ,レ,,レ,,レ,レ,,レ,,レ,,,レ,レ,,,レ,,1309,,レ,レ,,レ,,,レ,,レ,レ,,レ,,,1509,,レ,レ,,レ,,レ,,レ,レ,,,1657,,レ,,レ,レ,,レ,レ,レ,,,,レ,,1834,,,,,レ,,,レ,,1941,,,レ,,レ,2028,,,レ,レ,,レ,,2134,,レ,,,,2229,,レ,2308,,
軽井沢_軽井沢,発,,,,0703,,,,,,レ,,,0733,,,,0807,,,レ,0841,,,,,,0859,,,レ,0936,,,,,レ,,0947,,,1011,1011,,1027,レ,,1033,1103,,,レ,1112,,レ,,1130,1137,,レ,,1216,,,レ,1237,,,レ,,1321,,レ,1338,,レ,,,1416,,レ,1438,,レ,,,1521,,レ,1536,,レ,,1616,,1627,1636,,,1709,,1725,,レ,1736,,1807,レ,1828,,,,レ,,1846,,,,,1908,,,レ,,1953,,,2009,,レ,2040,,,レ,レ,,2118,,2146,,レ,,,,2241,,2302,2320,,
佐久平_佐久平,発,,,,0712,,,,,,レ,,,0741,,,,0816,,,レ,0850,,,,,,0908,,,レ,0945,,,,,レ,,0956,,,1019,1019,,1036,レ,,1042,1112,,,レ,レ,,レ,,レ,レ,,レ,,1225,,,レ,1246,,,レ,,1329,,レ,1347,,レ,,,1425,,レ,1447,,レ,,,1530,,レ,1545,,レ,,1624,,レ,1645,,,1719,,レ,,レ,1745,,1816,レ,1836,,,,レ,,1855,,,,,1917,,,レ,,2002,,,2018,,レ,2049,,,レ,レ,,2127,,2154,,レ,,,,2249,,2311,2329,,
上田_上田,発,,,,0721,,,,,,レ,,,0751,,,,0826,,,レ,0900,,,,,,0918,,,レ,0955,,,,,レ,,1006,,,1029,1029,,1046,レ,,1052,1122,,,レ,1127,,レ,,1146,1152,,レ,,1234,,,レ,1256,,,レ,,1339,,レ,1357,,レ,,,1434,,レ,1457,,レ,,,1540,,レ,1555,,レ,,1634,,レ,1655,,,1729,,1739,,レ,1755,,1826,レ,1846,,,,レ,,1905,,,,,1928,,,レ,,2012,,,2028,,レ,2059,,,レ,レ,,2137,,2204,,レ,,,,2259,,2321,2339,,
長野_長野,着,,,,0733,,,,,,0736,,,0803,,,,0837,,,0840,0912,,,,,,0930,,,0938,1007,,,,,0956,,1017,,,1041,1041,,1100,1044,,1103,1133,,,1118,1138,,1141,,1158,1204,,1212,,1246,,,1249,1307,,,1313,,1351,,1353,1408,,1413,,,1446,,1449,1508,,1513,,,1551,,1554,1606,,1613,,1646,,1650,1706,,,1741,,1751,,1744,1807,,1838,1827,1858,,,,1847,,1916,,,,,1940,,,1944,,2024,,,2040,,2043,2111,,,2116,2116,,2149,,2216,,2223,,,,2311,,2333,2350,,
長野_長野,発,,,0611,,,,,,,0738,,,0805,,,,,,,0842,,,,,,,0932,,,0940,,,,,,0958,,1019,,,,1049,,,1046,,1105,,,,1120,,,1143,,,1206,,1214,,,,,1251,,,,1315,,,,1355,,,1415,,,,,1451,,,1515,,,,,1556,,,1615,,,,1652,,,,,,,,1746,1809,,,1829,,,,,1849,,,,,,,1950,,,1946,,,,,2049,,2045,,,,2118,2118,,2151,,,,2225,,,,,,,,,
飯山_飯山,発,,,0623,,,,,,,レ,,,0816,,,,,,,レ,,,,,,,0943,,,レ,,,,,,レ,,1031,,,,1101,,,レ,,レ,,,,レ,,,レ,,,1217,,レ,,,,,1302,,,,レ,,,,レ,,,レ,,,,,1502,,,レ,,,,,レ,,,レ,,,,1703,,,,,,,,レ,1820,,,レ,,,,,レ,,,,,,,2001,,,レ,,,,,2100,,レ,,,,レ,レ,,2203,,,,レ,,,,,,,,,
上越妙高_上越妙高,発,,,0635,,,,,,,レ,,,0828,,,,,,,レ,,,,,,,0957,,,レ,,,,,,レ,,1043,,,,1112,,,レ,,1124,,,,レ,,,レ,,,1232,,レ,,,,,1314,,,,レ,,,,1414,,,レ,,,,,1514,,,レ,,,,,1615,,,レ,,,,1715,,,,,,,,レ,1832,,,レ,,,,,レ,,,,,,,2013,,,レ,,,,,2112,,レ,,,,レ,レ,,2214,,,,レ,,,,,,,,,
糸魚川_糸魚川,発,,,0648,,,,,,,レ,,,0841,,,,,,,レ,,,,,,,1011,,,レ,,,,,,レ,,1056,,,,レ,,,レ,,1137,,,,レ,,,レ,,,1246,,レ,,,,,1327,,,,レ,,,,1427,,,レ,,,,,1527,,,レ,,,,,1628,,,レ,,,,1729,,,,,,,,レ,1845,,,レ,,,,,レ,,,,,,,2026,,,レ,,,,,2125,,レ,,,,レ,レ,,2228,,,,レ,,,,,,,,,
黒部宇奈月温泉_黒部宇奈月温泉,発,,,0703,,,,,,,レ,,,0856,,,,,,,レ,,,,,,,1025,,,レ,,,,,,レ,,1110,,,,レ,,,レ,,1152,,,,レ,,,レ,,,1300,,レ,,,,,1342,,,,レ,,,,1442,,,レ,,,,,1542,,,レ,,,,,1643,,,レ,,,,1743,,,,,,,,レ,1900,,,レ,,,,,レ,,,,,,,2041,,,レ,,,,,2140,,レ,,,,レ,レ,,2242,,,,レ,,,,,,,,,
富山_富山,着,,,0715,,,,,,,0823,,,0908,,,,,,,0928,,,,,,,1037,,,1029,,,,,,1043,,1123,,,,1145,,,1132,,1204,,,,1210,,,1229,,,1313,,1300,,,,,1354,,,,1402,,,,1454,,,1503,,,,,1554,,,1603,,,,,1655,,,1702,,,,1756,,,,,,,,1832,1912,,,1917,,,,,1935,,,,,,,2053,,,2032,,,,,2152,,2131,,,,2204,2204,,2254,,,,2312,,,,,,,,,
富山_富山,発,0612,0643,0716,,,0734,,0751,,0824,,0831,0909,,,,,,,0929,,,,,,1024,1038,,,1030,,,,,,1044,1113,1124,,,,1146,,,1133,,1205,,,,1211,,,1230,1246,,1314,,1301,,,,1343,1355,,,,1403,1417,,,1455,,,1504,,1517,,,1555,,,1604,,1618,,,1656,,,1703,1711,,,1757,,,1820,,,,,1833,1913,,,1918,,,,,1936,1941,,,,,2016,2054,,,2033,,,,2142,2153,,2132,,,,2205,2205,,2255,,,,2313,,,2333,,,,,,
新高岡_新高岡,発,0621,0652,0725,,,0743,,0800,,レ,,0840,0918,,,,,,,レ,,,,,,1033,1047,,,レ,,,,,,レ,1122,1132,,,,1155,,,レ,,1214,,,,レ,,,レ,1255,,1322,,レ,,,,1352,1404,,,,レ,1426,,,1504,,,レ,,1526,,,1604,,,レ,,1627,,,1705,,,レ,1720,,,1806,,,1829,,,,,レ,1922,,,レ,,,,,レ,1951,,,,,2025,2103,,,レ,,,,2151,2202,,レ,,,,2213,2213,,2304,,,,レ,,,2342,,,,,,
金沢_金沢,着,0635,0706,0738,,,0756,,0814,,0843,,0853,0932,,,,,,,0948,,,,,,1047,1101,,,1049,,,,,,1104,1136,1146,,,,1209,,,1152,,1227,,,,1230,,,1249,1309,,1336,,1320,,,,1406,1417,,,,1423,1439,,,1517,,,1523,,1540,,,1617,,,1623,,1640,,,1718,,,1723,1734,,,1820,,,1843,,,,,1852,1935,,,1938,,,,,1955,2004,,,,,2038,2117,,,2053,,,,2204,2216,,2151,,,,2227,2227,,2318,,,,2332,,,2356,,,,,,
金沢番線_金沢番線,,(13),(13),(14),,,(12),,(11),,(14),,(13),(12),,,,,,,(14),,,,,,(14),(14),,,(11),,,,,,(13),(12),(13),,,,(14),,,(11),,(13),,,,(14),,,(13),(13),,(12),,(11),,,,(13),(12),,,,(14),(13),,,(14),,,(11),,(13),,,(12),,,(14),,(12),,,(11),,,(14),(12),,,(12),,,(11),,,,,(12),(13),,,(14),,,,,(11),(12),,,,,(13),(12),,,(14),,,,(12),(14),,(13),,,,(13),12月1・3・8・10・17・24・28～30日・1月2～5・7・8・14・19・21・26・28日・2月4・9・11・12・16・18・22・24・25日はこの時刻に変更__(12)_12月1・3・8・10・17・24・28～30日・1月2～5・7・8・14・19・21・26・28日・2月4・9・11・12・16・18・22・24・25日はこの時刻に変更_,,(13),,,,(14),,,(13),,,,,,
車内販売,,,,,,,,,,○,,,,,,,,,○,○,,,,,,,,○,,,,,,,,,○,,○,,,,,○,,○,○,○,,,,,,○,○,,,○,○,,,,,,○,,○,,,,,,○,,○,,,,,,○,,○,,,,,,○,,○,,,,,○,,○,,,,,○,,○,○,,,,○,,,○,,,○,,,,○,○,,○,,,○,,,,,,○,,,,,,○,,○,,,,,,○,,,,
